"objet,""id_objet"",""id_forum"",""Date"",""Heure"",""Titre"",""Texte"",""Auteur"",""Email"",""Statut""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971558"",""20/07/2023"",""18:58"",""Avis favorable "",""	-	Les départements où les chasseurs le demandent doivent pouvoir également utiliser la chevrotine pour améliorer la régulation des sangliers dans des territoires particuliers (maquis, zones péri urbaines), sans que cela mette en péril la sécurité à la chasse.  "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971562"",""20/07/2023"",""18:59"",""Avis favorable - pour une meilleure efficacité en matière de gestion"",""Quand la raison et la compétence s&#8217";"unissent pour une meilleure efficacité en matière de gestion et de prévention."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971575"",""20/07/2023"",""19:03"",""Avis favorable pour le nouveau décret dégâts sangliers"",""Toutes ces mesures vont dans le bon sens pour limiter les dégâts et faciliter les indemnisations "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971578"",""20/07/2023"",""19:04"",""avis favorable"",""peut permettre de mieux gérer les dégats."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971584"",""20/07/2023"",""19:06"",""Grand gibier"",""favorable pour le projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier ."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971596"",""20/07/2023"",""19:09"",""Projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"",""Favorable pour ce projet"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971598"",""20/07/2023"",""19:10"",""Favorable à cet arrêté"",""Cet arrêté traduit l&#8217";"accord entre les agriculteurs et les chasseurs du 1er mars dernier."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971608"",""20/07/2023"",""19:13"",""Avis favorable."",""Projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971626"",""20/07/2023"",""19:18"",""DÉGÂTS GRAND GIBIER"",""Avis favorable à la réduction et à l indemnisation des dégâts de grand gibier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971628"",""20/07/2023"",""19:19"",""Projet de décret relatif à la réduction des dégâts de  grand gibier "",""Pour ce décret permettant de prendre en considération le nombre de dégâts subit par les agriculteurs en raison d'une population de sangliers toujours plus importante et qui ne baisse pas. Pour également l'utilisation de moyens de tirs différents visant à réduire ces populations y compris par des tirs lors de travaux dans des parcelles occupées par les sangliers. Stéphane TALLON "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971634"",""20/07/2023"",""19:21"",""favorable à ce décret"",""faciliter les indemnisations et limiter les dégats "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971651"",""20/07/2023"",""19:26"",""Favorable."",""Pour ne pas que ce soir que les chasseurs qui paye."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971657"",""20/07/2023"",""19:28"",""Indemnisation "",""Avis favorable à l&#8217";"indemnisation des dégâts de grand gibier "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971664"",""20/07/2023"",""19:30"",""chevrotine "",""favorable a l emploi de la chevrotine pour la baisse de la population des sangliers et faire payer les degats aux ecolos "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971676"",""20/07/2023"",""19:35"",""Favorable"",""Que les dégâts relatifs au grand gibier ne pèsent pas que sur le monde de la chasse mais aussi sur les gros propriétaires qui n abandonnent pas leur droit de chasse et par le fait sanctuarisent des espaces naturels et favorisent la prolifération des grands animaux. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971737"",""20/07/2023"",""20:09"",""Avis favorable "",""Avis favorable à ce projet "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971760"",""20/07/2023"",""20:21"",""Avis favorable au decret"",""Avis favorable au décret "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971769"",""20/07/2023"",""20:26"",""Avis favorable "",""J&#8217";émets un avis favorable à ce décret car il va clarifier une situation qui devient intenable dans certains départements. Il va permettre une meilleure gestion de l&#8217;"espèce."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971792"",""20/07/2023"",""20:39"",""avis favorable"",""Ils instaurent une nouvelle « boite à outils » pour limiter les dégâts de sanglier en fonction des besoins et circonstances locales"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971800"",""20/07/2023"",""20:44"",""Sans titre"",""Défavorable au tir sur les postes d agtainnage"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971815"",""20/07/2023"",""20:53"",""Avis favorable"",""Pour un dédommagement équitable ne pénalisant pas les chasseurs."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971828"",""20/07/2023"",""21:04"",""Avis favorable"",""Les textes clarifient et simplifient la procédure d&#8217";"indemnisation des dégâts de grand gibier."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971845"",""20/07/2023"",""21:16"",""Avis favorable"",""Pour un clarification et un partage des charges de remboursement."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971855"",""20/07/2023"",""21:23"",""Dégât grand gibier "",""Bonjour  Favorable à une réduction des indemnisations dégâts grands gibiers supportés par les chasseurs qui donnent déjà beaucoup bénévolement pour la faune. Donc ne pas réduire la liste des nuisibles pour aider nos agriculteurs.  Pas favorable de tirer les sangliers aux points à côté des agrainoires mais favorable à la suppression des bagues pour le sanglier comme en Alsace et Moselle "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971862"",""20/07/2023"",""21:30"",""Avis favorable "",""L'ensemble des mesures permettant de faciliter la régulation des populations de sangliers et de faciliter l'indemnisation des dégâts sont à mettre en place. Il semblerait logique d'imposer la mise en place systématique de moyens interdisant l'accès des sangliers aux cultures pour valider une demande d'indemnisation. Ces mesures doivent être accompagnées d'aides pour la mise en place des moyens interdisant l'accès aux cultures."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971905"",""20/07/2023"",""21:54"",""oui"",""je suis favorable à cette modif"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971906"",""20/07/2023"",""21:55"",""indemnisation dégâts  "",""encore trop de dégâts causés par d' autres nuisibles  passent en dégâts sangliers !!!"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971913"",""20/07/2023"",""22:01"",""favorable"",""Avis favorable a ce décret,il n'y a pas  que les chasseurs qui doivent payer les dégâts."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971926"",""20/07/2023"",""22:13"",""avis favorable pour le projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"","" Ces textes traduisent l&#8217";accord signé entre les agriculteurs et les chasseurs le 1er mars dernier ;  &#8226;" Ils instaurent une nouvelle « boite à outils » pour limiter les dégâts de sanglier en fonction des besoins et circonstances locales avec extension de la période de chasse, utilisation de la chevrotine dans les maquis et zones périurbaines, tirs autour des récoltes."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971932"",""20/07/2023"",""22:15"",""Avis favorable"",""Ce texte correspond à l'accord signé entre les agriculteurs et les chasseurs et donne les moyens de mieux contrôler et diminuer les dégâts causés par le grand gibier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971938"",""20/07/2023"",""22:20"",""Totalement favorable "",""Les chasseurs ont toujours bon dos. Critiqué sur tout sauf quand il s&#8217";agit de payer.  Que l&#8217;"on répartis la charge des dégâts et voyons si le discours ne va as changer."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971940"",""20/07/2023"",""22:21"",""Favorable au décret"",""Avis favorable au décret dans le but de faciliter la régulation du sangliers."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971943"",""20/07/2023"",""22:21"",""Réduction et indemnisation des dégâts de grand gibier"",""Avis favorable pour le projet de décret relatif à la réduction et à l&#8217";indemnisation des dégâts de grand gibier. Ces textes traduisent l&#8217;"accord signé entre les principaux concernés (agriculteurs et chasseurs) le 1er mars dernier. Et pourquoi ne pas faire payer une partie des dégâts aux écologistes qui ne savent que dénigrer la chasse? "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971948"",""20/07/2023"",""22:25"",""Favorable"",""Je suis favorable à cette modification."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971970"",""20/07/2023"",""22:35"",""avis favorable"",""je suis entièrement favorable au décret."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""971995"",""20/07/2023"",""22:49"",""Avis favorable"",""Avis favorable à ce projet pour limiter les dégâts de sanglier en plus ne pas réduire la liste des ESOD "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972002"",""20/07/2023"",""22:54"",""Avis favorable"",""Pour le partage des charges entre les personnes concernées"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972009"",""20/07/2023"",""22:59"",""Favorable à cet arrêté offrant de nouveaux outils pour la régulation des sangliers"",""Texte qui va dans le bon sens, donc à valider !  Cependant, si par ailleurs on stigmatise certains modes de chasse dites traditionnelles, qui sont un vrai art de vivre et de capture d'oiseaux convoités par certains, en faisant croire que ces chasseurs sont des abrutis qui se complaisent dans la souffrance animale, (ce qui est faux et débile, et montre juste combien ces chasses ne sont pas connues et déformées pour attirer les foudres du grand public), et bien, ces dispositions pour lutter contre l'envahissement par ces sangliers opportunistes, ne serviront à rien ....faute de chasseurs qui vont abandonner , éc&#339";"urés. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972049"",""20/07/2023"",""23:41"",""Avis favorable"",""Les dégâts de gibier devraient être supportés par tous, c'est aussi l'affaire de chaque citoyen car certains propriétaires ne veulent pas chasser chez eux ou n'acceptent pas de laisser entrer les chasseurs sur leur propriété alors que parfois les animaux s'y réfugient. Le blaireau pourrait être considéré dans la catégorie grand gibier afin que leurs dégâts soient indemnisés. La chasse est un mode de vie, une vie sans chasse est comme un ciel sans étoile... chaque mode de chasse doit être préservé ";" il ne faut pas créer une brèche pour laisser une quelconque interdiction émerger."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972051"",""20/07/2023"",""23:42"",""Projet de décret pour la réduction et l'indemnisation, des dégâts de grand gibier "",""Favorable à l'adoption de ce décret."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972109"",""21/07/2023"",""05:17"",""Avis favorable"",""Oui il faut se donner les moyens de pouvoir réguler une espèce qui est en pleine extension afin de limiter les dégâts."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972126"",""21/07/2023"",""06:31"",""Favorable "",""Donnons nous les moyens pour reduire et réguler les populations de sanglier, pour l'avenir de notre agriculture. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972127"",""21/07/2023"",""06:33"",""Avis favorable, le 21 juillet 2023 à 06h27"",""De plus le recours dans certains cas à la chevrotine, augmenterait la sécurité lors de la régulation du sanglier."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972135"",""21/07/2023"",""06:47"",""Projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"",""Avis favorable au projet de décret, L'ensemble de ces mesures doit nous permettre de mieux maîtriser l'évolution de l'espèce sanglier, principale cause d'indemnisation des dégâts grand gibier."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972152"",""21/07/2023"",""07:05"",""Avis favorable "",""Ce texte me paraît pertinent et réfléchi "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972164"",""21/07/2023"",""07:13"",""Sanglier"",""Avis trés favorable pour ce texte."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972178"",""21/07/2023"",""07:26"",""avis favorable"",""les chasseurs ne sont pas les responsables de tout"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972184"",""21/07/2023"",""07:30"",""Projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"",""Je suis favorable à ce projet nécessaire afin de gérer au mieux les dégats occasionnés par la faune sauvage"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972185"",""21/07/2023"",""07:30"",""sangliers"","" Avec avis favorable pour le projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972200"",""21/07/2023"",""07:37"",""indemnisation degâts grands gibiers"",""Avec avis favorable  Ces textes traduisent l&#8217";accord signé entre les agriculteurs et les chasseurs le 1er mars dernier ;  &#8226; Ils instaurent une nouvelle « boite à outils » pour limiter les dégâts de sanglier en fonction des besoins et circonstances locales (extension de la période de chasse, utilisation de la chevrotine dans les maquis et zones périurbaines, tirs autour des récoltes et points d&#8217;appât, meilleur encadrement de l&#8217;agrainage dissuasif) ;","","",publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972215"",""21/07/2023"",""07:48"",""Avis favorable"",""Pour que ce projet de décret aboutisse"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972218"",""21/07/2023"",""07:50"",""avis défavorable"",""L agrainage des sangliers devrait être interdit,  cela permet une meilleure reproduction des laies et donc plus de sangliers sur le territoire. Les agriculteurs doivent être indemnisées a la hauteur des dégâts qu'ils subissent par les animaux sauvages nourris par les chasseurs. Il devrait aussi être interdit de mettre en place des cultures non récoltées afin de nourrir le gibier. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972220"",""21/07/2023"",""07:51"",""Avis favorable "",""Ces mesures doivent permettre de régulier une population qui coûte très cher aux chasseurs. En effet ce sont eux qui indemnisées les agriculteurs. An fur et à mesure que les populations de sangliers augmentent les caisses des fédérations départementales se vident."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972221"",""21/07/2023"",""07:52"",""Avis favorable"",""Je suis pour la mise en place de ce decret"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""972223"",""21/07/2023"",""07:54"",""Projet de décret relatif à la réduction et à l'indemnisation des dégâts de grand gibier"",""Avis favorable. Ce décret est conforme à l&#8217";"accord signé entre les agriculteurs et les chasseurs le 1er mars dernier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
